WISEID,Answer,KIScore
154208,The atmosphere traps in heat and circulates it.,3
154202,The atmosphere's gases trap heat the same way a greenhouse's glass works to trap heat.,3
154193,The atmosphere lets the heat go inside but the heat cant leave because the atmosphere is blockng it from leaving.,3
154200,well the earths atmosphere keeps the heat from completely escaping the earth,3
154206,The atmosphere attracts and reflects heat like the glass does.,2
154224,I chouse this buacause that is what it's like in the real,2
154212,i think it is like the atmosphere because it is the thing that keeps all the air and heat in.,2
154214,because the atmosphere reflects heat all around earth and provides plants energy and animals and people heat.,2
154218,well the sun attracts glass because it will make it shine more and it will attract the sun and solar radiation.,3
154221,The sun comes through the atmosphere and then hits earth then comes back to the atmosphere.,2
154226,the sun's energy gose to the glass and the plants get their energy to grow.,3
154217,the sun is reflecting the sun beam of light will go throw the glass and the plants will grow in side and not in side,4
154199,The atmosphere is like the glass because the sun is in the atmosphere so it goes through and onto earth.Also what goes through the atmosphere goes on to earth.,2
154198,The heat was reflecting off the atmosphere back inside,2
154215,Because it comes and bounces back.Bcause one it bumps into something it bounces back.,2
154196,Because the sun has rays which hits the glass in the picture.,3
154201,The earth is the only planet in space that has radiation from the sun.,3
154205,The earth is absorbing some of the heat/sunlight but not all like the greenhouse.,3
154197,The atmosphere because the light is going through the atmosphere and the glass.,3
154204,It is the same because the sun just goes off the atmosphere like the glass.,2
154195,The atmosphere contains the sun's energy once it enters just like glass in a greenhouse. This is radiation.,4
154311,the  sun light bounces off and gose to space,3
154322,The atmosphere is like the glass of the greenhouse because the atmosphere is protecting or surrounding the earth like how the glass of the greenhouse is protecting or surrounding the plants.,2
154310,Its the sun because the sun gives the eat and the sun is going to absorve .,2
154327,"The atmosphere because since it is thick, the hot air has trouble going out of it.",2
154326,the atmosphere is the glass panels for the earth.,2
154324,"The atmosphere is keeping the heat in reflecting it back at Earth, the way a greenhouse would work.",3
154319,"I beleive this because the atmosphere is keeping the heat in not spce, the earth, or the sun keeping it inside or atmosphere.",3
154343,on both pictures the radiation enters but dosnt exit,5
154307,I think it is the sun because the glass looks like the sun is going in it.,2
154371,It is because the atmosphere show how the heat goes in and doe not get out,4
154353,the sun because it will keep the heat inside the green house,3
154336,beacuse the sun is reflecting off the green houes,2
154325,"Atmosphere determines how much heat should be inside the Earth, it keeps tempatures ideal for life on Earth and lets heat leave Earth too, but it could only be little heat.",2
154329,The atmosphere because it shows in pic.B that when the sun hits it it acts like the glass in pic.A.,2
154323,becuse the heat has to make it through,3
154345,The atmosphere blocks heat for comming in but some heat still go's to earths surface. And the glass does the same but it can hit more than just the surface.,2
154703,because the sun hits the earth and it kinda reflects,2
155334,because the sun goes into the atmosphere and captures  the suns heat and makes the green house warm and hot,2
153836,"The real atmosphere and the cover over the green house are both an atmosphere"" over the Earth. Both are letting in solar radiation and reflecting out solar radiation.""",4
153834,The glass is like the atmosphere because it lets heat/solar radiation but doesn't let it out.,5
153863,Because it is in between of both of each other.,2
153843,because the sun is coming throw the glass pannals but coming out of them,2
153826,The sunlight will exit the atmosphere once it has bounced off the earth.,3
153848,"In Picture A, it shows that the sun rays go through the glass. In Picture B, it shows the sun rays go through the atmosphere which then hits the Earth.",4
153835,"I think the atmosphere is most like the glass panels because the heat will hit the earth then bounce into the atmosphere and back onto earth, like how the heat travels through the panels then bounces back off the panels , but still stays in the greenhouse",3
153860,The atmosphere is what is surrounding the earth and if the sun is directed towards earth it will go through the atmosphere causing it to heat up.,2
153830,"The glass in the green house allows the heat energy to stay inside the structure while the heat bounces off the glass. The atmosphere keeps heat energy from the Earth, inside the Earth and the heat energy bounces off the atmosphere just like when the heat energy bounces off the glass of the greenhouse.",4
154514,the atmosphere reflects the suns rays of the earth like a mirror so us an the earth are like the plants in the garden and the atmosphere is the mirror the green house.,3
153859,"because it traps the
he at",2
153832,The Atmosphere is leting in only some light ad only leting out some light to it works just like a solar oven.,5
153854,The earth showed how it is collecting all of the heat givin of the sun and the glass on the green house shows it to.,2
153839,The atmosphere is like the glass of a greenhouse because it's what is surrounding the earth just like glass of a greenhouse surrounds a greenhouse.,2
153818,"The Sun produces the energy, so it isn't the glass.
Space doesn't matter, the question is about the Earth.
The Earth is like the box. It is the thing heating up.",3
153915,because the sun reflects of the glass,2
153925,those little lines is the atmosphere.and the refelections bounse off.,2
153912,its like a big circle and the sun hits us.,2
153924,because it  keep all of the air in side,2
153936,space becuase that why thy can git bigger,2
154148,Because the atmosphere takes some radiation and kicks the others out.,4
154152,i picked the sun because i think it brings a lot of Radiation.,3
154160,The sun because the sun is that heats up things.,2
154157,The sun because it goes through the glass to the plants.,3
154147,The atmosphere works like the window because the energy can get through it and heat up the inside and it also reflects off the surface.,4
154159,the atmosphere is like the glass.,2
154161,The reason I picked the sun because if you look at the picture you can see that the green house window you can see the sun coming from the window from the greenhouse.,2
154146,I think the sun because it will reflect faster.,2
154211,The atmosphere is the glass to the green house because heat can enter but doesn't leave.,2
154210,The atmosphere absorbs the heat and reflects it. The absorbed heat warms Earth up.,3
154318,because the sun isn't in earth it is outside of earth,2
149950,Because the picture shows the sun reflecting off.,2
149966,"When the Earth takes in the heat from the sun, but the heat will try to escape, so Earth atmosphere helps keep in the heat.",3
149972,The atmosphere is what keeps the heat in like the glass on a greenhouse.,3
149959,beacause the sun is the heat source  and the earth is like the glass panels on the green house,2
149953,I chose the atmosphere because it protects us from too much radiation and it's like see through glass.,3
149970,The atmosphere acts as a barrier from to much sunlight.,3
149590,the sun is helping growing the plants by giving them sun,2
149956,The sun is keeping heat for the green house which gets energy.,2
149961,it has the sun beaming in on it,2
149588,It is the sun because it's like it's reflecting off the glass onto the plants to make them grow.,2
149968,because the,1
149955,I think this because space will not let to much sun get past.,2
149967,it is pushing the sun through the glass,2
150648,It is earth because the glass on the greeen house is like the shell of the plants and the crust of the earth is like the shell of earth.,2
149965,The sun is putting energy on the plants but it's coming through the glass first.,3
149954,the atmosphere is like the glass witch makes thing worm,2
149962,the sun because it reflects off of the green house,2
149969,The heat is bouncing off the atmosphere.,2
149971,i chose it,1
150065,There is no colored thing there which probably implies that the line is probably air.,2
150066,I think space is the right answer because in space they have solar panels are heat transfer  stuff out there and it looks like the the greenhouse glass in the picture.,2
150074,The heat is passing through the glass like the heat passing through the atmosphere.,3
150076,I think the atmosphere is like the glass of the greenhouse because it has a tinted blue in it.,2
150073,The picture show how the atmosphere traps the sun like a greenhouse does,3
150078,The squiggly lines represent the sun rays.,3
150070,because it is the layer that keeps the heat in like the glass in the greenhouse and both have something that the heat goes on to,3
150072,"The sun is my answer because in picture A, something is reflecting through it, it picture B the same thing is happening with the sun, that's why I chose the sun.",2
150075,The atmosphere is like the glass because it lets heat in but not out.,4
150077,The space around the greenhouse is like the shield for it.,2
150069,The sun is the roof because the sun heats up the green house so that the plants can grow.,2
151162,the glass was a solar window and solar is sun.,2
150052,i think earth because this is where all the trees grow and where life is.,2
150067,because it shines on the earth,2
150063,"I knew it couldn't be Sun, Space, or Earth so I put Atmosphere.",2
150056,The glass of the greenhouse is like the sun because the sun goes into the earth and the glasses heat goes into the green house.,2
150061,I chose earth because the earth takes in the heat just like the green house windows.,2
150059,it is because it is mostly like that   in the way the it goes up and then down.,2
150062,It is the sun because both of the pictures have sunlight reflecting through the glass.,3
150064,The sun is like glass because the sun is shining on the glass.,2
150079,Because the earth can safe heat from the sun and gives the earth heat and warmth.,2
150053,it keeps the heat in,3
150054,"The atmosphere because since it is like an air bubble, the heat will bounce around Earth.",2
150055,The sun because it is the same thing as a hot place and heat .,2
150058,sun give the plat enegwr,2
150060,"Atmosphere is like the layer that protects Earth, and the green house.",2
150071,The sun because it flashes through the glass and makes it look like a picture.,2
150057,The sun seems to be bouncing off Earth like glass would do to prevent a house getting too hot.,2
150085,"I believe this because in Picture B"" the sunlight/heat was stop at the dotted line",3
150087,"I chose do pick the atmosphere because on the picture the atmosphere lock the closest to the glass in picture A"".""",2
150104,the atmosphere is like the blanket and it keeps the heat in side the earth,3
150101,I chose Earth because the sun rays are deflecting the Earth.,3
150105,"I chose the atmosphere, because it is the invisible layer of the air.",2
150109,The atmosphere is like the glass in the greenhouse because the atmosphere warms up the earth like how the glass warms up the heat rise.,2
150086,i cant explain it,1
150097,I chose sun because the sun goes right through the panels.,2
150114,the sun mack it growe,2
150094,because it provides the heat,2
150082,I think that the earth is like the glass because it shows the arrows going into the Earth.,2
150090,Because the atmosphere keeps the air in so we can breathe and a greene house glass keeps the hot air in so the plants can grow,3
150092,the sun is the main energy of a sun house,2
150113,the sun heat goes on earth ands if the corld is light the sunlight with the haet goes back if the corld is darck  the heat goes in if you have a swecter on it is like the heat is staying in the sweter to keep you warm.,5
150111,because i see sun,2
150112,because there's a line on the picture around the earth.,2
150096,i think it the sun puting all of the heat,2
150132,"It is the Atmosphere because the heat from the sun gets trapped in it, causing it to warm up our planet.",3
150133,I chose the atmosphere because the sun is shining light down on earth through the atmosphere.,3
150130,The atmosphere is like a giant greenhouse it keeps all the heat in kinda like how the glass keeps the heat in on a greenhouse.,3
150127,"I think the Atmosphere is the greenhouse because the radiation from the sun goes through the line"" of atmosphere just like the radiation from the sun goes through the greenhouse's glass pannels.""",4
150117,I pick the Atmosphere because if we didnt have the atmosphere then we wouldnt have air. it would just escape into spave,2
150115,Sun,1
150124,The atmosphere is a layer that traps all the heat  from leaving earth.,3
150131,"After the sun rays bounce off the earth's surface, it bounces upward and stops before it gets to space and before the sun.",3
150134,I picked the atmosphere because it is showing the air that the sun beams are in,2
150145,the atmosphere is keeping the sun from getting out to space,3
150137,"I chose Atmosphere because it is keeping it in not he earth because it is on the inside like the plants so the Atmosphere is more like the glass for that reason the sun cannot be it because it is not around"" the earth and space does not have a type of gravity on earth that can keep the radiation inside the Atmosphere.""",4
150149,"Just like the glass on a greenhouse, the sun is reflecting off of earth's surface and going back to the sky. Picture B shows the sun bouncing off of earth's surface.",2
150140,Earth collect heat because it could make the inside of it hotter and to release infrared radiation from the lithosphere.,3
150122,"Its the atmosphere because it acts like the glass of the greenhouse the most. It act like the glass of a green house by having light and heat go through it, however it dosn't let the heat escape.",4
150123,"The atmosphere because the atmosphere is like a blanket that traps all the heat, so it won't get out.",3
150138,The oleny way is the sun.,2
150136,"It seems as though the sun is beating down onto the earth, and reflecting back into the atmosphere displayed in the digital drawing.",2
150142,it looks like it would be a sun roof,2
150125,The energy is trapped in the atmosphere because the energy is right around the atmosphere.,4
150116,"The atmosphere is like the Earth's glass, it does not let the sun light escape.",4
150148,sun enters places such as how heat beamed off the window glass,2
150128,The atmosphere is like the greenhouse because the both direct sun rays.,3
150144,you get heat from the sun,2
150516,I chose the Earth because it shows the heat from the sun going on to the Earth,2
150121,beacuse earth is a solid thing and the atmosphere was the shield to the sun to protect us from getting us to much sun.,2
150143,This is because if you have sand touch something hot like the sun it will make glass.,1
150146,The atmosphere is like the greenhouse because it collects all the heat to the earth and around it . The line in space also proves it and the heat can not escape from it.,3
150195,Because in the picture it shows that heat is trying to escape but it only some makes it out and this like the greenhouse because greenhouses trap the warm air in.,3
150200,Sun because it show it on both pictures,2
150198,I think this means many things,1
150158,Because You see a heat wave in the picture and it uses light,3
150159,"It is the Atmosphere, you can tell bye looking at the A. greenhouse.",2
150153,the atmosphere keeps most of the heat from escaping earth,3
150162,"The glass is something that you can see threw, so, the atmosphere is just the SAME!",2
150173,the sunlight is all bouncing of something.,3
150164,The atmosphere is  keeping the energy from escaping.,3
150178,I choose this answer because the sunlight goes through the windows or glass.,3
150176,"It is shown how some of the sun's rays get past the atmosphere, just like the greenhouse's glass.",3
150166,Because the sun is shyny and bright.,2
150160,I chose atmosphere because space will just let the heat out.,2
150155,because it is not letting the convection escape,2
150172,It is very bright at the top,2
150163,Earth is like the greenhouse because it gets the suns heat and doesn't let it out,2
150157,because it is the same coler as the glass,2
150174,It looks like it because it is very light.,2
150154,I think that the Sun is like the greenhouse because the heat of the sun goes right in the glass.,3
150167,The atmosphere is like a glass wall it secures the earth making sure only light comes in but its very fragile.,4
150194,Because it  passes through it like glass to a greenhouse.,2
150168,I chose atmosphere because in the picture the the circle around the Earth in the seven layers of Earth's atmosphere.,2
150170,"i think it is the atmosphere because space is infinite,earth would be the plants, and the sun is the energy for the plants it helps them grow.",2
150199,"I choose the atmoshphere because if there was no atmosphere then the light would come right threw earth, but the atmosphere protects earth.",3
150196,sw,1
150156,sdjvakk.fhub,1
150243,The Earth is like a glass of a greenhouse because it traps hot air and sometimes deflects it.,3
150204,I choose this answer because the light and heat has to travel through space to get to Earth in the first place.,3
150244,The sun goes through the glass and keeps bounceing back and fourth and hitting the plant.,2
150219,"I chose that the atmosphere is similar to the glass of a greenhouse because it collects heat, but keeps it from escaping.",3
150231,BEacuse the sun is refleting of of the green house.,2
150236,The Atmosphere because it attracts the sun.,2
150246,I think atmosphere because there is nothing there and its like invisable like glassss.,2
150240,"The atmosphere is like the glass because the sun gets captured in the glass, and doesn't let the sun rays out. The atmosphere keeps sun rays trapped within too, making the earth warm enough with plenty of sun.",4
150242,The picture shows lines around the atmosphere look like there is a roof above Earth. In picture A the roof is glass. So the roof on picture B is glass.,2
150218,The sun because the heat from the sun goes in the green house,2
150226,I think its the sun because  that is the heat source,2
150208,The atmosphere is like the glass on the greenhouse because it acts like glass around the earth and the sun gets hotter while it shines onto the lithosphere.,2
150235,"Light passes through the atmosphere like the glass, then keeps it from leaving, like the glass does.",4
150220,It is the atmosphere because the atmosphere is what protects earth from heat like the sun.,2
150228,it is covering the earth from touch the suns reflectoin,2
150223,The atmosphere is like the glass because it lets heat come in but does not let it escape earth.,3
150205,i said the sun because the sun is giving sunlight to the plants.,3
150230,the atmosphere is the sphere that is all the air wich is why the heat is staying inside the atmosphere.,2
150249,The lithosphere were we live is like the inside of the greenhouse and the atmosphere is the glass.,2
150203,Their is  a part that prevents it from happening.,2
150248,I picked this because it is at the exact place.,2
150237,the sun comes in the same way,2
150241,I chose atmosphere because the glass lets air in just like the atmosphere does.,2
150221,The atmosphere protects Earth and keeps all of the heat inside of Earth.,3
150206,well the ground gets lots of heat source and the glass gets lots for your plants,2
150247,because its not letting go of the light,3
150215,becus the arow is from the sun to the green house,2
150239,atmosphere because it shows itself blocking the sun a little from the earth.,2
150207,The Earth is absorbing the sun like the greenhouse roof.,2
150238,The sun will heat up the plant and protect them from cold air sometimes.,2
150214,I think the earth is like a green house because it does not let the heat escape .,3
150202,It's like the outer layer.,2
149590,it is like the glass because it protects the earth.,2
150648,atmoshphere because it is like and outer blanket for the earth just like the glass in the green house.,2
149953,I chose the atmosphere because it keeps the energy from ecaping.,4
150071,Because the atmosphere is all around you.,2
151162,It looks green so does the earth.,2
150067,because once it hits the atmosphere it will heat the earth,2
150134,I picked the atmosphere because it has the line in picture b that shows the atmosphere.,2
150123,"The glass keeps heat in and bounces it around. The atmosphere does the same, but to the Earth.",3
150128,THe atmosphere is like the greenhouse glass because it keeps heat energy from escaping.,4
150136,"The atmosphere seems to be blanketing Earth itself, and reflecting it back to the Earth before it reflects the heat back into the atmosphere.",2
150122,The atmosphere is like the glass because it lets the heat go through it but it does not let the heat escape.,4
150135,I chose atmosphere because the atmosphere is getting all the sunlight and in is shining to the green house and the heat can not espape.,5
150231,it si getting heat from the sun.,2
150247,because the atmosphere is letting the sun rays through,4
150215,it is like the plastik rap,3
149959,because the dotted line is the atmosphere and the sun rays are shining through the atmosphere,4
149970,the atmosphere lets some heat in and some out like the grass.,3
149967,the atmosphere has pull on the planets.,2
149957,the atmosphere has gases that bounce back the rays and the ray go through and might not go out.,5
149961,It bounces the sun light off it,3
149954,the atmosphere is like the panels that keeps the rays of sun make the tempurater iikiiiiI,3
150073,The atmosphere is like the glass because it limits how much sun is coming to Earth.,2
150078,The atmosphere reflects the sun rays like the glass does,3
150077,The air around you will either push you or pull you depending on how strong the air is.,2
150062,Atmosphere is like the glass of the greenhouse because the sun is reflecting outwards.,2
150076,I think Earth is like the glass from the greenhouse because the both of them reflect the radiation.,3
150130,The atmosphere is like a big pane of glass covering to the earth.,2
150115,It's the top layer of the greenhouse.,2
150149,The sun is going through the glass and getting into the warm greenhouse to give the plants light.,4
150125,The atmosphere is like a greenhouse because the atmosphere covers the land like the greenhouse's glass covers the plants.,2
150124,The atmosphere is like a greenhouse because it traps the gases.,3
150177,It is because space is on the outside of the earth,2
150178,The sunlight goes to Earth and the sunlight goes through the window.,3
150198,I think this because it has a glow wich the sun has to.,2
150175,I chose the sun because for picture a it was the the glass that was heating the green house up and the sun heats up the earth.,2
150161,The sun because it is hitting the tomatoe.,2
150196,because it atracks heat,2
150202,It is like the outer layer.,2
150172,Because heat goes into the glass from the sun so basically the sun is the glass,2
150226,It is the sun because the sun is beeming down from space,2
150204,The atmosphere lets the light in but does not let the heat out so it warms the Earth just like the glass to the greenhouse.,5
150223,The atmosphere is like the glass because it does the same thing as the glass does it blocks out harmful rays of sun but letting some of it in to heat up the earth.,4
150145,the atmosphere is keeping the heat from getting out to space.,3
149968,Atmosphere is like the glass of the greenhouse because the reflect and it is a thick layer.,2
149966,"The atmosphere bounces the sunrays back to Earth, like the glass bring the sunrays back to the plants.",3
149963,I think that space is like the glass of the greenhouse because the layer of air covering the earth doesn't let the sun light from the sun get out of that layer of air.,4
149586,its because it is out.,2
149958,The atmosphere in the picture is like the glass because it is not allowing heat to escape.,3
149589,The sun enters through the atmosphere just like a window.,2
149951,in picture b it shows how the heat bounces of and in picture a it shows the same thing,2
149588,Atmosphere because once it hits the atmosphere it will reflect off.,2
149956,The sun reflects from the glass keeping it warm. If you did not have the sun reflecting it would not get any heat.,2
149587,"When the heat from the sun goes into earths atmosphere it hits the ground, then some of it is reflected onto the atmosphere and then bounces back to earth again and that is what the glass is doing. When the heat enters the greenhouse it hits the bottom the some is reflected on the glass and then it bounces back on the table.",3
149962,The sun is hot. and when the sun touches the glass the glass will get  hot.,2
149972,"Like glass on a greenhouse, the atmosphere lets in heat and traps it.",3
149960,atmosphere because in the it bounces out of the green house.,2
150217,"I think it is the atmosphere because the atmosphere is more like glass then space, the Sun, or Earth, the atmosphere acts more like glass.",2
150065,There is no solid line which means the line in picture B is probably gasses.,2
150079,Because the atmosphere is keep the sun  by the earth like the green house is.,2
150061,I chose the atmosphere because the atmosphere traps in heat like the glass.,3
150060,"The atmosphere is like the greenhouse glass because it is the layer that protects earth, and traps warmth inside and doesn't let certain gasses into the Earth's air.",3
150053,I choose atmosphere because the green house glass acts like a shield to the green house  and the atmosphere dose the same thing but for the earth.,2
150063,The atmosphere prevents some heat from escaping the air and so does the glass.,3
150052,Its the atmosphere because its the one that is like glass and and makes the heat shine on here.,2
150074,"The atmosphere will trap heat inside the earth so that it can be heated up, it acts like a plexiglass sheet covering earth.",4
150055,the sun because it is hitting the ground and its making the heat go all over the place .,2
150064,the sun hits the atmosphere,2
150057,I didn't choose Earth because that would be like the plants since its the lowest object.,2
150056,The sun is like the greenhouse because they both let the heat come in.,3
150070,the apnoshere is like the glass because it is the layer that covers earth,2
150075,The atmosphere is like the glass because it lets warmth in but not out.,4
150054,The atmosphere acts like the glass because shows that the radiation can't escape from the atmosphere.,4
150058,the picture sows the earth as the galss boasing of the sun.,2
150111,because it is bouncing off like the top of green house,2
150108,84C,1
150082,The earth is like a reflector reflecting of the sun.,2
150083,I think earth because it kind of show's the sun bouncing off the earth.,2
150127,The atmosphere is like the glass because it is a layer (semi) blocking the Earth.,2
150117,"I think it is the Atmosphere because in picture B, it shows that the reflection of the sun is bouncing off the atmosphere. But the heat is still going to Earth.",2
150516,I picked the Earth because in picture a the suns heat is going in the greenhouse and in picture b the suns heat is going down on the Earth.,2
150137,The atmosphere is like the glass in the green house because it is putting radiation in from the sun and not letting as much come out just like the glass.,5
150133,The atmosphere is like the glass because the solar radiation is being trapped in the atmosphere and the atmosphere is preventing the heat from escaping.,4
150118,the glass trap heat in from the sun so does the atmosphere.,3
150121,why the atmosphere is that it is not earth or sun beacuse the sun is projecting light rays towards the example of earth and earth is just part of the green house not really protecting it the atmosphere is like a shield to us it helps us from getting to much sun and enough sun to help us stay alive like the plants.,3
150116,The atmosphere keeps in the sun rays from bouncing out. It is similar to the greenhouse effect which helps out plants.,4
150141,Because it traps some of heat from the sun,3
150120,the sun's light comes in and does not come out,5
150132,"The greenhouse glass has heat bounce of it once it's inside. The atmosphere prevents heat from leaving as well, over a period of time, all the heat does escape.",3
150167,Glass is a barrier whilst the atmosphere is earths border.,2
150168,Why I chose the third answer was because in picture B the seven layers of atmosphere is reflecting the sun's solar radiation.,3
150158,The sun is helping the plant and people to see,2
150173,The Atmosphere is like the glass in the greenhouse because the sunlight goes through the Atmosphere like in the greenhouse then it bounces of the Earth.,4
150162,"A green house needs light,water, and soil. So, I will get a cardbored box and but tinfoil on the sides og the box and fold the sides twords the bottem were ill tape the sides down facing the bottem of the box (A.K.A where the soil & the plant will be) then, i will put it outside and water it once a day.",2
150155,well some of the heat is bouncing of the earth just like how some of the heat is bouncing off the glass of the greenhouse.,2
150174,Because the atmosphere is on the outside of the earth.,2
150156,because injfd,1
150199,It shows in picture b the sun beating down on earth but our atmosphere is blocking some of that heat from earth so it does't get to hot.,2
150176,"The atmosphere of earth is shown reflecting some of the sunlight, just like how the glass of the greenhouse does.",3
150235,"the atmosphere, like the glass, lets in sunlight but does not let it out.",5
150241,I chose atmosphere because it acts like a cover of a greenhouse when it lets heat from the sun in but not all of it .,3
150207,Earth is like the glass on the greenhouse because it is the part absorbing the sun.,2
150206,"well the ground absorbs it and the glass does too, it  goes though the glass and thats what earth is doing too.",2
150221,The atmosphere is like the glass in the green house because like the glass it is keeping the heat inside earth to warm earth up.,3
150208,The atmosphere is like the glass because it acts like the protection around the earth which is the greenhouse.,2
150246,Its space because its like nothing just something floating.,2
150244,The sun is giving energy to the plants and is getting trapped in the greenhouse.,4
150249,The iside of the greenhouse is the lithosphere and the atmosphere is the the glass,2
150205,i pick the sun because it looks like the greenhouse is getting heat from the sun even the picture b.,2
155700,I think this because the Atmosphere is what gets the sun into the earth.,2
150228,because it keeps it from it,2
150218,The sun is going in the green house.,2
150242,The atmosphere shows a line that looks like a cover. The sun is sending light in and out of earth,3
150203,It is not allowing the heat to go out.,3
150240,"The sun is most like the glass of the greenhouse, because both the glass and the atmosphere allow the heat to pass through, but trap the heat, because the glass traps heat to give sunlight to the plants, and the atmosphere traps heat to give warmth and sunlight to the Earth.",5
150248,It is at the same place.,2
150237,because both heat look the same way coming in.,2
150219,"The atmosphere is like glass of a greenhouse because it lets radiation travel in, but then traps it in.",5
150220,I think the glass of the green house and the atmosphere do the same job because they both keep the radiation from leaving.,4
150243,The atmosphere is like the glass of the green house because it traps air inside.,3
150230,The atmosphere is what is keeping the heat and moist water in the world or greenhouse.,2
150222,the atmosphere holds all the heat in in so it does not bounce off .,3
150238,it could trap heat in maybe and not come out. so it will heat up everything.,3
150245,The Atmosphere is like the glass of the greenhouse because it is a layer of air that sort of covers the earth and protect it from getting to much heat.,2
150214,The earth is the glass because it going right into the earth.,2
150239,The atmosphere is like the glass from the greenhouse because its deflecting some of the cold air.,2
150236,The atmosphere because the heat passes through it like its glass.,2
150201,I think the atmosphere is the glass for the greenhouse because the atmosphere is a glass for us.,2
150197,I chose the atmosphere because it keeps in  the right amount of heat like the glass and the glass and atmosphere only let in the right amount of energy.,3
150163,the atmosphere is like a greenhouse because it grabs suns heat and light,3
150159,The atmosphere is outside just like the glass would be.,2
150160,I chose the atmosphere because space would just let the heat get out and we would all die because of the coldness.,2
150165,Earth because the earth has a core and a hard surface around it and if sun beats on that it will get hotter and hotter and it will go into the earth.,2
150154,The sun is like the glass in the greenhouse because the sun is reflecting on the glass.,2
150166,Because ht sun is shiny and its a hot thing and it helps things heat up.,2
150131,"The atmosphere is like the glass in picture A, because it is blocking the sun waves from going any farther.",3
150139,I chose atomsphere because when the heat tries to comeout of the atmosphere it just reflects back into earth.,3
150140,Radiation goes through the atmosphere so it could heat up Earth and to release the infrared radiation (radiation outside Earth).,3
150144,The atmosphere would trap the heat to warm the earth.,3
150143,This is because the earth is helping the greenhouse heat up like the sun does.,2
150129,the atmosphere is acting like the glass because the sun is shining on the glass so the atmosphere would be like the glass in the bigger picture.,2
150148,The sun shines down on earth and earth justs absorbs the heat.,2
150142,it looks like the earth's atmosphere,2
150138,the glass is traping the suns heat.,3
150126,the heat can't escape through the atmosphere.,3
150090,because the glass is a wall the lets the sun in but the atmosphere is also basicly aglass roof,3
150089,The atmosphere is like the glass in the greenhouse because the atmosphere is the glass and the ground is the plants in the greenhouse.,2
150098,This is because the glass is like the atmosphere of the greenhouse.,2
150093,I think the atmosphere because that is the outer layer and it is the layer the protects it.,2
150114,it will need the sun to grow,2
150086,i cant explian,1
150106,the sun is hot but when the glass in the sun are together it heats up hotter,2
150069,The sun is like the glass because both keep the heat in.,3
150066,I picked earth because earth also absorbs heat just like a and b absorb the heat for the plants and the earth.,2
150072,I chose Earth because it has many caves and holes and plants that the sun can go through.,2
150059,It is like it because they are both something that is before the actual inside.,2
149964,The atmosphere is like glass because it is a layer of Earth.,2
149950,The earth is the glass because the heat waves bounced off.,2
149955,I chose #3 because the atmosphere will let heat go in some it will just stay behind.,3
149947,The atmosphere shelters Earth.,2
149965,In picture B the sun is transfering the heat to earth. Picture A the glass is observing the heat from the sun.,2
149969,They both get and keep heat.,2
150650,I think this because the atmosphere does not let us fly into space and keeps us safe from the heat of the sun.,2
149971,eh idk,1
150153,the atmosphere prevents all the air leaving earth,2
150195,The atmosphere is like the glass because it lets heat through but it doesn't let it out same with the glass.,4
150194,Because the atmosphere traps heat on the earth,3
150164,The atmosphere increased the power of the sun rays.,3
150200,It is the sun because it is collecting it.,2
150169,it is like glass,2
150101,I chose Atmosphere because the small purple arrows are inside the atmosphere and going back into Earth into the greenhouse.,2
150105,"The atmosphere is like the glass in the green house, because it lets one the correct amount of heat in so we can survive.",2
150112,the atmosphere is like a glass shield but you can go through it so it akts like glass,2
150085,The glass of the greenhouse keeps in heat. It is also on top of the building. The atmosphere also keeps in the heat and is on top of the crust of Earth.,3
150094,the heat bounces off the earth,2
150109,The atmosphere is like the glass in the greenhouse because the atmosphere is like the glass that reflects the sun's rays.,3
150080,earth has all the heat,2
150097,the earth because earth traps heat.,3
150095,I put this answer because the garden in the picture captures heat and atmosphere does the same thing,2
150087,I chose thins answer because in the picture the atmosphere is were the glass on the other picture is.,2
150096,Because the sun have radiation and it would grow the plant.,3
150104,the atmosphere  is like the sheet of plastic that covers the earth containing the heat or warmth of the suns radiation,3
150092,sun has heat.,2
150897,space because the atmosphere effects every thing,2
150919,because the sun buants of the erth,2
150924,it takes the right amount of sunlight and the sunlight goes into the plant.,3
151186,It has a lot of detail,2
151195,because the water on earth is like glass so it gose though,2
151182,the atmosphere is like a glass from the zen garden,2
151180,I chose this answer because I want to.,1
150923,becausethe green house is on earth,2
151193,i dont know,1
151230,no se,1
151228,I think is they put the green grass the grass could be brown.,2
151217,A shows a real green house where light,2
151227,i think its space because it has all sorts of stuff,2
151218,i don't know,1
151209,i dot no,1
151213,The picture shows that the same thing happens like in the greenhouse.,2
151219,The sun will make it grow faster.,2
150899,I picked this because the atmosphere is just like the glass.,2
150900,Because earth is round.,2
150908,I choose this answer because glass is like the atmosphere but there is like a wall separating it.,2
150910,its going to hit off the su,2
150902,Because the picture shows that the Earth is with the sun.,2
150909,Because the picture with the plants are in Earth.,2
150904,the atmosphere absorbs heat.,2
150906,because the earth is like plants it needs sun,2
150907,"The Atmosphere creates the Green House Effect""By only allowing as much light as the earth needs to allow life and plants not get scorched.""",3
150905,The atmosphere is like the glass in a greenhouse because light can go through it and get bounced off of it.,3
151224,"The Atmosphere keeps all the heat from Earth escaping like the greenhouse glass, this happens because of the greenhouse gasses",3
151204,i chose this because the sun hit the green house .,2
